gold_id,case_id,conversation_id,customer_id,customer_message,classification_status,is_multi_intent,areas,intents,primary_intent,states,should_escalate,escalation_reason,difficulty,sampling_category,annotator_notes
gold_0018,amazon_case_0052492,75914,132993,Hope i m not going to get a help from you.Bye,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0019,amazon_case_0053730,77510,133266,Well it turns out are a bunch of unhelpful and lying human beings! #neverbuyfromamazon #amazon,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0020,amazon_case_0055864,80637,133890,Need support on seller central,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0021,amazon_case_0057705,83476,134340,when to get redmi5A on amazon?,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0022,amazon_case_0064307,93469,136256,"No, a resolution was not offered, nor did they attempt to call me back.",AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0023,amazon_case_0068025,99898,137874,I private messaged you! And still no reply!,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0024,amazon_case_0072871,108195,140015,That was impressive customer service. Thanks for helping. <URL>,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0025,amazon_case_0072882,108215,140020,4 of december. My question is if there is a problem with my order,AMBIGUOUS,False,,,,INITIAL_INQUIRY,False,,MEDIUM,AMBIGUOUS,Underspecified inquiry lacking order details or actionable problem statement; requires clarifying turn.
gold_0026,amazon_case_0054516,78823,133577,Button popped up today for a refund. I requested it. Thanks for the quick replies,OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0027,amazon_case_0119487,183373,159121,"It looks like its now been remarked as out for delivery, so I’m hoping its okay now Thanks for the quick response tho",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0028,amazon_case_0114612,440020,219441,Fake company#wl nt return your money evn aftr returning item#pathetic support#Boycott Amazon#RMN 9654654999,OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0029,amazon_case_0123599,451897,222178,I have done yeah. I don't agree with the fact the money was taken out without checking the goods had left the supplier. And I have to wait max 7 days for my money back. I'm a prime customer and love Amazon but very dissapointed in this situation .,OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0030,amazon_case_0129976,461314,224606,"Thanks once again for over promising and under delivering. Promised same day delivery but delivered a ""delayed"" text instead. Not the first time. Why promise something you can't actually fulfill? Love Amazon but this is one time too many.",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0031,amazon_case_0042191,584641,257962,"Shout out to for ruining Christmas, delivering my dad's Christmas present with NO packaging at all and he answered the door🤦🏼‍♀️🤦🏼‍♀️now I'm being told to lie to say I answered the door to my mum and she defos doesn't believe me. I hope you're happy, Amazon.",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0032,amazon_case_0044380,587934,258929,"Dear , Great experience. Thank for that waste of time yesterday and that amazing service you offered yesterday and today. N",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0033,amazon_case_0128347,721436,292686,"Dude, shout out to the #realmvp for #backwardstrickortreating #HappyHallowen #trickortreat <URL>",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0034,amazon_case_0108231,954130,346395,"Hey I didn't sign up for Prime, why is my account giving me a congratulations for joining message",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0035,amazon_case_0121899,972812,350396,"worst experience of my online shopping, congratulations on loosing customer to <URL>",OUT_OF_SCOPE,False,,,,INITIAL_INQUIRY,False,,EASY,OUT_OF_SCOPE,"Non-support dialogue, marketing comment, or general banter filtered out by domain gate."
gold_0036,amazon_case_0015921,22571,120931,Ordered on 7 October 2017 Order# 403-7284574-6433108 not yet delivered. No way to cancel and get refund.,NORMAL,True,REFUNDS_AND_BILLING|ORDER_MANAGEMENT|DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED|CANCEL_ORDER_REQUEST|REFUND_STATUS_INQUIRY,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Order delayed; requesting cancel and refund inquiry.
gold_0037,amazon_case_0051568,74660,132718,Amazon double charged me && the payments have been pending for days which I need them to clear so they will either fall off or they can refund me,NORMAL,True,ORDER_MANAGEMENT|REFUNDS_AND_BILLING,UNRECOGNIZED_OR_DUPLICATE_CHARGE|CANCEL_ORDER_REQUEST,UNRECOGNIZED_OR_DUPLICATE_CHARGE,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Duplicate charge pending and customer asking to cancel.
gold_0038,amazon_case_0080300,121105,142954,"can we cancel our prim early and get partial refund, only been renewed last month ?",NORMAL,True,DIGITAL_SERVICES_AND_PRIME|REFUNDS_AND_BILLING,PRIME_MEMBERSHIP_MANAGEMENT|REFUND_STATUS_INQUIRY,PRIME_MEMBERSHIP_MANAGEMENT,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Requesting early Prime cancellation and partial refund.
gold_0039,amazon_case_0110457,171043,155894,"Hi, I was meant to cancel my prime subscription but found I had been charged for another year. As it's only happened day, would I be able to cancel my membership and be able to get a refund?",NORMAL,True,DIGITAL_SERVICES_AND_PRIME|REFUNDS_AND_BILLING,PRIME_MEMBERSHIP_MANAGEMENT|UNRECOGNIZED_OR_DUPLICATE_CHARGE,PRIME_MEMBERSHIP_MANAGEMENT,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,"Meant to cancel Prime, charged auto-renewal fee."
gold_0040,amazon_case_0151424,233505,171585,requested replacement item as wrong item received still no news on either return or replacement! Help! <URL>,NORMAL,True,RETURNS_AND_REPLACEMENTS,WRONG_ITEM_RECEIVED|RETURN_PICKUP_ISSUE,WRONG_ITEM_RECEIVED,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Wrong item sent and no update on return pickup or replacement.
gold_0041,amazon_case_0001590,264393,179002,"delivered defective product on orderid 4__credit_card__ ,ordrd replacement, but bluedirt not picking up my return and also not recieving calls.. Pathetic replacement service by amazon",NORMAL,True,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM|RETURN_PICKUP_ISSUE,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Defective product replacement ordered but courier missed pickup.
gold_0042,amazon_case_0052083,337386,196510,September 23rd.. I was charged $90 for Amazon Prime as well that I can’t get into my account to cancel and get a refund for.,NORMAL,True,DIGITAL_SERVICES_AND_PRIME|ACCOUNT_ACCESS_AND_SECURITY,PRIME_MEMBERSHIP_MANAGEMENT|ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Charged for Prime but unable to access account to manage subscription.
gold_0043,amazon_case_0015056,21490,120693,frnd ordered kindle wich was not delivered.He canceled order & U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,NORMAL,True,ORDER_MANAGEMENT|DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER|CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,"Order undelivered and canceled, follow-up on fulfillment status."
gold_0044,amazon_case_0050697,73435,132320,"And if they won't be able to get it for me, will I be able to cancel the exchange request and put a request for a refund in?",NORMAL,True,ORDER_MANAGEMENT|REFUNDS_AND_BILLING,CANCEL_ORDER_REQUEST|REFUND_STATUS_INQUIRY,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Canceling replacement exchange and inquiring about refund.
gold_0045,amazon_case_0025122,2395745,689659,Tell me again #Amazon why I am paying for Prime? My last several orders have been delayed for one reason or another...grrr,NORMAL,True,DIGITAL_SERVICES_AND_PRIME|DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED|PRIME_MEMBERSHIP_MANAGEMENT,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Prime next-day delivery delayed by several days.
gold_0046,amazon_case_0034643,1099802,379524,I canceled my order by mistake.... Pls contact- 8655123588,NORMAL,True,ORDER_MANAGEMENT|REFUNDS_AND_BILLING,CANCEL_ORDER_REQUEST|UNRECOGNIZED_OR_DUPLICATE_CHARGE,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Card debited after order was already canceled.
gold_0047,amazon_case_0036794,2937498,812018,It was originally expected Tuesday (yesterday) and then I received an email saying “there may be a delay in delivering your order”.,NORMAL,True,ORDER_MANAGEMENT|DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED|MODIFY_ORDER_DETAILS,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Delayed shipment and customer asking to change delivery day.
gold_0048,amazon_case_0098653,2511798,715887,my order#408-5604067-5477926 supposed to be delivered by tomorrow but I have noticed it is not yet dispatched. Status ASAP,NORMAL,True,ORDER_MANAGEMENT|DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER|MODIFY_ORDER_DETAILS,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Inquiring about order status and asking to switch payment card.
gold_0049,amazon_case_0112122,2795363,266394,I would also like to point out that this is the SECOND time that a package I ordered from Amazon was LOST in the last two weeks!!!,NORMAL,True,REFUNDS_AND_BILLING|RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM|REFUND_STATUS_INQUIRY,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Damaged leaking shampoo bottle and asking for refund timeline.
gold_0050,amazon_case_0109139,431156,217521,this is how your executives text ... Horrible service ever.. I think every body should stop using Amazon.. <URL>,NORMAL,True,REFUNDS_AND_BILLING|RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE|REFUND_STATUS_INQUIRY,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Drop-off barcode failed and inquiring when refund will credit.
gold_0051,amazon_case_0094446,2766303,773631,Have filled enough forms. Filled this one too. #Amazon customer care is pathetic. No one has a clue whats happening,NORMAL,True,ORDER_MANAGEMENT|REFUNDS_AND_BILLING,REFUND_STATUS_INQUIRY|CANCEL_ORDER_REQUEST,REFUND_STATUS_INQUIRY,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Canceled order inquiring about Amazon gift card refund speed.
gold_0052,amazon_case_0086351,917563,337841,"Please check the Echo & Alexa page on the website. May have skipped a ""f"" 😆 <URL>",NORMAL,True,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS|PRIME_MEMBERSHIP_MANAGEMENT,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Echo Dot failing to link to Amazon Prime Music account.
gold_0053,amazon_case_0024894,35949,123819,this is what the app says <URL>,NORMAL,True,DIGITAL_SERVICES_AND_PRIME,DIGITAL_CONTENT_ACCESS|PRIME_MEMBERSHIP_MANAGEMENT,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Prime Video app error on Smart TV during active subscription.
gold_0054,amazon_case_0131432,1511916,470926,This is from the app <URL>,NORMAL,True,DIGITAL_SERVICES_AND_PRIME|REFUNDS_AND_BILLING,DIGITAL_CONTENT_ACCESS|REFUND_STATUS_INQUIRY,DIGITAL_CONTENT_ACCESS,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,Purchased Kindle ebook not downloading and requesting refund.
gold_0055,amazon_case_0132871,989589,354427,Can't be refunded until the order is despatched and then I'll have to ring back and request a refund,NORMAL,True,REFUNDS_AND_BILLING|RETURNS_AND_REPLACEMENTS,RETURN_PICKUP_ISSUE|REFUND_STATUS_INQUIRY,RETURN_PICKUP_ISSUE,INITIAL_INQUIRY,False,,HARD,MULTI_INTENT,"Scheduled pickup missed yesterday, asking about refund issuance."
gold_0056,amazon_case_0110234,432923,217971,Yes my package was supposed to arrive yesterday. I receive no tracking update I wouldn’t have know unless I checked.,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,"Boundary evaluation case: Near delivery estimate, customer reporting delay"
gold_0057,amazon_case_0048826,594540,260855,"SORT OUT YOUR PARCEL TRACKING, waited in twice all day for a parcel that was “out for delivery” STILL NO PACKAGE. 😡📦",NORMAL,False,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,HARD,BOUNDARY,"Boundary evaluation case: Order in dispatch preparation, status check"
gold_0058,amazon_case_0152499,497276,233669,I ordered something via Amazon Prime midday on Friday 24th November and still have no goods. Tracker says “dispatched for delivery tomorrow” but has said this since Monday 27th November. Please can you advise?,NORMAL,False,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Order status check asking for delivery date
gold_0059,amazon_case_0005594,1319018,428028,"Fed up with this is the 3rd time in this very month, parcels are marked as delivered but no delivered in reality..",NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Marked delivered but physical item missing
gold_0060,amazon_case_0164697,2353778,680124,"i pay for prime, note for delivery was to leave package at door, amazon alert just stated delivery attempted & i'll have to wait an extra day",NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,"Boundary evaluation case: App alert says delivered to door, customer present no package"
gold_0061,amazon_case_0015604,546464,247066,just delivered a package to our house and the address isn’t even close. Somebody is going to be upset because I’m not delivering it.,NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,"Boundary evaluation case: Says delivered front porch, porch empty"
gold_0062,amazon_case_0067847,1148281,390234,Helping me and said it's amazon's problem,NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Customs clearance KYC document upload request
gold_0063,amazon_case_0036089,52901,127911,"Why you guys update tracking status as ""delivered"" without actually delivering the product? Tracking #:511367948985",NORMAL,False,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Tracking says delivered without delivering
gold_0064,amazon_case_0017954,2647246,746880,My account was hacked. Way too much time with them trying to get this fixed. They REFUSE to help. Keep getting the run around. Guess I'll have to keep shopping in the meantime.,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: OTP verification SMS code never arrives
gold_0065,amazon_case_0000162,1048807,367727,I am unable to log in Amazon or prime since a month.. cannot use any passwords or email. Plz help,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Cannot log into Prime or Amazon account credentials fail
gold_0066,amazon_case_0000279,2884110,800061,I have forgot my Amazon account login password. Plz share your mail you. I'll share my details through mail.,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,BOUNDARY,"Boundary evaluation case: Forgot account password, requesting reset assistance"
gold_0067,amazon_case_0115845,179303,158254,Trying to set up for the 1st time but the app says my Amazon password is incorrect. no. it's not. any ideas?,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: App rejecting password on new device setup
gold_0068,amazon_case_0108266,954151,346399,Dear I'm unable to log-in to my amazon account. Kindly help me regarding that.,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Unable to log in to account general access barrier
gold_0069,amazon_case_0142156,218170,168015,I cannot login to my amazon account even if my password is correct.What is going on?,NORMAL,False,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Cannot login even with correct password
gold_0070,amazon_case_0106491,426318,216401,Today again I received wrong item : 403-3179435-0953905,NORMAL,False,RETURNS_AND_REPLACEMENTS,WRONG_ITEM_RECEIVED,WRONG_ITEM_RECEIVED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Repeatedly received wrong product SKU
gold_0071,amazon_case_0019408,551993,248664,"Just found out delivery doesn't ""open up fences"" so instead the courier stands on the sidewalk and heaves the package over the unlocked gate and onto my porch. USPS, UPS, FedEx and the others don't have this policy.",NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary evaluation case: Driver threw package over fence instead of opening gate
gold_0072,amazon_case_0148035,1276261,385677,hey I'm due a package tomorrow that I paid next day delivery for and my tracking status is still awaiting dispatch! Help?,NORMAL,False,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary pair WHERE_IS_MY_ORDER vs DELIVERY_DELAYED
gold_0073,amazon_case_0081735,385943,207370,"I did not get an e-mail or any other notification telling me that my order had updated in any way, shipped or delayed.",NORMAL,False,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary pair WHERE_IS_MY_ORDER vs DELIVERY_DELAYED
gold_0074,amazon_case_0030454,1356288,436241,hi my parcel Q60949094874 is due to be delivered today but still hasn't arrived. Can I get an update please? ☺️,NORMAL,False,DELIVERY_AND_FULFILLMENT,WHERE_IS_MY_ORDER,WHERE_IS_MY_ORDER,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary pair WHERE_IS_MY_ORDER vs DELIVERY_DELAYED
gold_0075,amazon_case_0029696,2141351,629685,. it says you may have lost my package and has no estimated delivery date. My package is almost a month late. 🙄,NORMAL,False,DELIVERY_AND_FULFILLMENT,DELIVERY_DELAYED,DELIVERY_DELAYED,INITIAL_INQUIRY,False,,HARD,BOUNDARY,Boundary pair DELIVERY_DELAYED vs MARKED_DELIVERED_NOT_RECEIVED
gold_0076,amazon_case_0020593,2913139,806434,Would you please thank your driver for leaving my parcel on the doorstep in view for all to see and to get soaked as it was rain. First time this has happened. After I got a message saying my parcel had been handed to resident. Not the best of service this time <URL>,NORMAL,False,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,MEDIUM,RARE,Underrepresented specialized intent: CARRIER_FEEDBACK_AND_INSTRUCTIONS
