gold_id,case_id,conversation_id,customer_message,context,proposed_status,proposed_areas,proposed_intents,proposed_primary_intent,proposed_states,proposed_should_escalate,human_status,human_areas,human_intents,human_primary_intent,human_states,human_should_escalate,human_escalation_reason,human_notes,review_flags,assistant_outcome,review_priority,assistant_status_recommendation,assistant_areas_recommendation,assistant_intents_recommendation,assistant_primary_intent_recommendation,assistant_states_recommendation,assistant_should_escalate_recommendation,assistant_escalation_reason_recommendation,assistant_notes_recommendation,human_action,adjudication_status
gold_v3_0011,amazon_v3_case_0000011,3600011,Received an alert saying my password and security phone were updated. It was not me! Please freeze the account before they buy anything.,"CUSTOMER: Security alert received 5 minutes ago.
BRAND: Did you initiate a credential update recently?
CUSTOMER: Received an alert saying my password and security phone were updated. It was not me! Please freeze the account before they buy anything.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unauthorized credential alteration requiring immediate specialist lock.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unauthorized credential alteration requiring immediate specialist lock.,SIGNED_OFF,ADJUDICATED
gold_v3_0012,amazon_v3_case_0000012,3600012,Somebody hacked into my account and bought a luxury watch using my saved Amazon store card!,"CUSTOMER: Fraud alert on my Amazon store card.
BRAND: Did you authorize this purchase on your account?
CUSTOMER: Somebody hacked into my account and bought a luxury watch using my saved Amazon store card!",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Compromised account used for high-value unauthorized store card purchase.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Compromised account used for high-value unauthorized store card purchase.,SIGNED_OFF,ADJUDICATED
gold_v3_0013,amazon_v3_case_0000013,3600013,"My account was compromised, the hacker changed the email address, and customer service locked the profile, but I haven't received recovery instructions.","CUSTOMER: Following up on security ticket #SEC-882194.
BRAND: Did you check your secondary email inbox for the verification link?
CUSTOMER: My account was compromised, the hacker changed the email address, and customer service locked the profile, but I haven't received recovery instructions.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Compromised profile locked without follow-up recovery guidance.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Compromised profile locked without follow-up recovery guidance.,SIGNED_OFF,ADJUDICATED
gold_v3_0014,amazon_v3_case_0000014,3600014,"I never made any request to change my password or phone, but both were updated 20 minutes ago and now my sign-in fails.","CUSTOMER: Suddenly logged out while browsing on the shopping app.
BRAND: What message appears when you re-enter your credentials?
CUSTOMER: I never made any request to change my password or phone, but both were updated 20 minutes ago and now my sign-in fails.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unsolicited password and phone changes causing lockout.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unsolicited password and phone changes causing lockout.,SIGNED_OFF,ADJUDICATED
gold_v3_0015,amazon_v3_case_0000015,3600015,My account is on hold due to suspicious activity. I submitted my utility bill and government ID three times but verification keeps failing and I can't sign in.,CUSTOMER: My account is on hold due to suspicious activity. I submitted my utility bill and government ID three times but verification keeps failing and I can't sign in.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,DETAILS_ALREADY_PROVIDED,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,DETAILS_ALREADY_PROVIDED,True,ACCOUNT_SECURITY_COMPROMISE,Suspicious account hold with repeated failed document verification.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,DETAILS_ALREADY_PROVIDED,True,ACCOUNT_SECURITY_COMPROMISE,Suspicious account hold with repeated failed document verification.,SIGNED_OFF,ADJUDICATED
gold_v3_0016,amazon_v3_case_0000016,3600016,Account was locked after placing an order. Password reset says successful but throws an immediate login error every single time I attempt to enter.,"CUSTOMER: My account was put on hold after ordering computer parts.
BRAND: Have you attempted the self-service password reset?
CUSTOMER: Account was locked after placing an order. Password reset says successful but throws an immediate login error every single time I attempt to enter.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Locked account caught in broken password reset loop.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Locked account caught in broken password reset loop.,SIGNED_OFF,ADJUDICATED
gold_v3_0017,amazon_v3_case_0000017,3600017,Account has been suspended for address verification. Sent the requested bank statement a week ago and still can't log in despite waiting.,"CUSTOMER: Account suspended pending document verification.
BRAND: Have you uploaded the utility bill or bank statement via the secure portal?
CUSTOMER: Account has been suspended for address verification. Sent the requested bank statement a week ago and still can't log in despite waiting.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,ACCOUNT_SECURITY_COMPROMISE,Suspended account pending unfulfilled document review beyond timeline.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,ACCOUNT_SECURITY_COMPROMISE,Suspended account pending unfulfilled document review beyond timeline.,SIGNED_OFF,ADJUDICATED
gold_v3_0018,amazon_v3_case_0000018,3600018,Amazon locked my account due to unusual activity and every time I follow the recovery link it loops back to the locked screen without letting me upload proof.,"CUSTOMER: Trying to recover my account after receiving a security lock.
BRAND: Did the link in your email prompt you for documentation?
CUSTOMER: Amazon locked my account due to unusual activity and every time I follow the recovery link it loops back to the locked screen without letting me upload proof.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Recovery link defect preventing verification on locked account.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Recovery link defect preventing verification on locked account.,SIGNED_OFF,ADJUDICATED
gold_v3_0019,amazon_v3_case_0000019,3600019,I forgot my password and need the link to reset it.,CUSTOMER: I forgot my password and need the link to reset it.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine password reset request without compromise.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine password reset request without compromise.,SIGNED_OFF,ADJUDICATED
gold_v3_0020,amazon_v3_case_0000020,3600020,Can you guide me on how to set up the Amazon Authenticator app on my new smartphone?,CUSTOMER: Can you guide me on how to set up the Amazon Authenticator app on my new smartphone?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine two-factor authentication setup assistance.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine two-factor authentication setup assistance.,SIGNED_OFF,ADJUDICATED
gold_v3_0021,amazon_v3_case_0000021,3600021,I lost my old phone and need to update my 2-step verification phone number to receive OTP codes.,"CUSTOMER: Need to adjust security verification settings.
BRAND: Are you currently able to access your primary email account?
CUSTOMER: I lost my old phone and need to update my 2-step verification phone number to receive OTP codes.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Normal update of 2FA phone number after device change.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Normal update of 2FA phone number after device change.,SIGNED_OFF,ADJUDICATED
gold_v3_0022,amazon_v3_case_0000022,3600022,Having trouble signing in because my password manager filled an old password. Where is login assistance?,"CUSTOMER: Trouble accessing my account this morning.
BRAND: Are you receiving an incorrect password prompt?
CUSTOMER: Having trouble signing in because my password manager filled an old password. Where is login assistance?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard login assistance query.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard login assistance query.,SIGNED_OFF,ADJUDICATED
gold_v3_0023,amazon_v3_case_0000023,3600023,How do I switch the primary email address on my Amazon account to my new work email?,"CUSTOMER: Account settings question.
BRAND: Are you currently logged into your Amazon profile?
CUSTOMER: How do I switch the primary email address on my Amazon account to my new work email?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Voluntary email update procedure.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Voluntary email update procedure.,SIGNED_OFF,ADJUDICATED
gold_v3_0024,amazon_v3_case_0000024,3600024,"I'm not receiving the one-time password code on my mobile number, can you resend it to my email?","CUSTOMER: Trying to sign in to purchase school supplies.
BRAND: Did you check your SMS inbox or spam filters for the OTP code?
CUSTOMER: I'm not receiving the one-time password code on my mobile number, can you resend it to my email?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard OTP delivery troubleshooting.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard OTP delivery troubleshooting.,SIGNED_OFF,ADJUDICATED
gold_v3_0025,amazon_v3_case_0000025,3600025,Where do I go in settings to change my account password as a routine security measure?,CUSTOMER: Where do I go in settings to change my account password as a routine security measure?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine password change settings inquiry.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine password change settings inquiry.,SIGNED_OFF,ADJUDICATED
gold_v3_0026,amazon_v3_case_0000026,3600026,I want to enable biometric fingerprint login on the Amazon shopping app on my Android tablet.,CUSTOMER: I want to enable biometric fingerprint login on the Amazon shopping app on my Android tablet.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Biometric authentication setup guidance.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Biometric authentication setup guidance.,SIGNED_OFF,ADJUDICATED
gold_v3_0027,amazon_v3_case_0000027,3600027,My account says password expired and asks me to create a new one. What are the password length and character requirements?,CUSTOMER: My account says password expired and asks me to create a new one. What are the password length and character requirements?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Password complexity requirements question.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Password complexity requirements question.,SIGNED_OFF,ADJUDICATED
