gold_id,case_id,conversation_id,customer_message,context,proposed_status,proposed_areas,proposed_intents,proposed_primary_intent,proposed_states,proposed_should_escalate,human_status,human_areas,human_intents,human_primary_intent,human_states,human_should_escalate,human_escalation_reason,human_notes,review_flags,assistant_outcome,review_priority,assistant_status_recommendation,assistant_areas_recommendation,assistant_intents_recommendation,assistant_primary_intent_recommendation,assistant_states_recommendation,assistant_should_escalate_recommendation,assistant_escalation_reason_recommendation,assistant_notes_recommendation,human_action,adjudication_status
gold_v2_0011,amazon_v2_case_0000011,2400011,"I never requested a password change, but got an email saying my password was updated successfully. What should I do right now?!","CUSTOMER: Urgent security issue.
BRAND: Please let us know what happened.
CUSTOMER: I never requested a password change, but got an email saying my password was updated successfully. What should I do right now?!",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unsolicited password modification notice.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unsolicited password modification notice.,SIGNED_OFF,ADJUDICATED
gold_v2_0012,amazon_v2_case_0000012,2400012,My seller and buyer accounts were suspended due to alleged suspicious login patterns. I submitted government ID three days ago with zero feedback.,CUSTOMER: My seller and buyer accounts were suspended due to alleged suspicious login patterns. I submitted government ID three days ago with zero feedback.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,ACCOUNT_SECURITY_COMPROMISE,Suspension after suspicious login with elapsed document review window.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,ACCOUNT_SECURITY_COMPROMISE,Suspension after suspicious login with elapsed document review window.,SIGNED_OFF,ADJUDICATED
gold_v2_0013,amazon_v2_case_0000013,2400013,someone changed both my primary email and secondary recovery phone number. I am completely locked out.,"CUSTOMER: I cannot reset my password through normal means.
BRAND: Are you able to receive the security code on your recovery phone?
CUSTOMER: someone changed both my primary email and secondary recovery phone number. I am completely locked out.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Complete account takeover with recovery credentials replaced.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Complete account takeover with recovery credentials replaced.,SIGNED_OFF,ADJUDICATED
gold_v2_0014,amazon_v2_case_0000014,2400014,"Account has been placed on hold by the security department. Followed up twice by phone, still no access.","CUSTOMER: Account has been placed on hold by the security department. Followed up twice by phone, still no access.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Security hold with repeated unsuccessful phone follow-ups.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Security hold with repeated unsuccessful phone follow-ups.,SIGNED_OFF,ADJUDICATED
gold_v2_0015,amazon_v2_case_0000015,2400015,"My password reset worked, but immediately upon signing in it displays 'Account Locked: Suspicious order activity'.","CUSTOMER: Successfully completed password reset.
BRAND: Please sign in with your updated password.
CUSTOMER: My password reset worked, but immediately upon signing in it displays 'Account Locked: Suspicious order activity'.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Hard account lock persisting post-password reset.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Hard account lock persisting post-password reset.,SIGNED_OFF,ADJUDICATED
gold_v2_0016,amazon_v2_case_0000016,2400016,"I believe my account has been hacked, there are searches in my browsing history for items I never looked at.","CUSTOMER: I believe my account has been hacked, there are searches in my browsing history for items I never looked at.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Subtle compromise indicator with unauthorized profile activity.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Subtle compromise indicator with unauthorized profile activity.,SIGNED_OFF,ADJUDICATED
gold_v2_0017,amazon_v2_case_0000017,2400017,Cannot log in because Amazon says account locked. I already uploaded utility bill 4 times as requested by email.,"CUSTOMER: Account blocked for verification.
BRAND: Have you submitted proof of residence to the verification link?
CUSTOMER: Cannot log in because Amazon says account locked. I already uploaded utility bill 4 times as requested by email.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Repeated document uploads for account unlock without resolution.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,WAITING_WINDOW_EXCEEDED,True,REPEATED_FAILED_SUPPORT_ATTEMPTS,Repeated document uploads for account unlock without resolution.,SIGNED_OFF,ADJUDICATED
gold_v2_0018,amazon_v2_case_0000018,2400018,Received alert that someone added an unauthorized credit card to my Amazon wallet and placed a digital order.,"CUSTOMER: Unauthorized activity alert received.
BRAND: What transaction or card update was made?
CUSTOMER: Received alert that someone added an unauthorized credit card to my Amazon wallet and placed a digital order.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Wallet tampering and unauthorized digital checkout.,,AUTO_ACCEPTED,P2,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Wallet tampering and unauthorized digital checkout.,SIGNED_OFF,ADJUDICATED
gold_v2_0019,amazon_v2_case_0000019,2400019,"I forgot my password, how can I request a password reset email?","CUSTOMER: I forgot my password, how can I request a password reset email?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard self-service password reset inquiry.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard self-service password reset inquiry.,SIGNED_OFF,ADJUDICATED
gold_v2_0020,amazon_v2_case_0000020,2400020,Where do I update my login password in my Amazon mobile app settings?,"CUSTOMER: Need to update account security settings.
BRAND: You can manage your login credentials under Your Account.
CUSTOMER: Where do I update my login password in my Amazon mobile app settings?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,General guidance on app settings password change.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,General guidance on app settings password change.,SIGNED_OFF,ADJUDICATED
gold_v2_0021,amazon_v2_case_0000021,2400021,"My password reset link expired after 15 minutes, can you tell me how to generate a new one?","CUSTOMER: My password reset link expired after 15 minutes, can you tell me how to generate a new one?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Expired token guidance; safe self-service procedure.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Expired token guidance; safe self-service procedure.,SIGNED_OFF,ADJUDICATED
gold_v2_0022,amazon_v2_case_0000022,2400022,"I am not getting the two-step verification SMS on my mobile phone, is there another way to sign in?","CUSTOMER: Two-step verification prompt appeared.
BRAND: Are you able to receive SMS on your registered phone?
CUSTOMER: I am not getting the two-step verification SMS on my mobile phone, is there another way to sign in?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine two-step verification backup method inquiry.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Routine two-step verification backup method inquiry.,SIGNED_OFF,ADJUDICATED
gold_v2_0023,amazon_v2_case_0000023,2400023,How do I turn on two-step verification to make my Amazon account more secure?,CUSTOMER: How do I turn on two-step verification to make my Amazon account more secure?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Proactive security feature setup guidance.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Proactive security feature setup guidance.,SIGNED_OFF,ADJUDICATED
gold_v2_0024,amazon_v2_case_0000024,2400024,Can I use an authenticator app instead of text messages for Amazon login codes?,"CUSTOMER: Looking for 2FA options.
BRAND: Amazon supports multiple two-step verification methods.
CUSTOMER: Can I use an authenticator app instead of text messages for Amazon login codes?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Informational inquiry regarding authenticator app configuration.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Informational inquiry regarding authenticator app configuration.,SIGNED_OFF,ADJUDICATED
gold_v2_0025,amazon_v2_case_0000025,2400025,I want to change the primary email address on my account because I switched internet providers.,CUSTOMER: I want to change the primary email address on my account because I switched internet providers.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Voluntary routine email update in account settings.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Voluntary routine email update in account settings.,SIGNED_OFF,ADJUDICATED
gold_v2_0026,amazon_v2_case_0000026,2400026,Every time I clear cookies it asks me to enter a verification code from my email. Is this normal?,"CUSTOMER: Frequent verification prompts on browser.
BRAND: Security checks verify unrecognized browser sessions.
CUSTOMER: Every time I clear cookies it asks me to enter a verification code from my email. Is this normal?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard browser session and cookie verification explanation.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Standard browser session and cookie verification explanation.,SIGNED_OFF,ADJUDICATED
gold_v2_0027,amazon_v2_case_0000027,2400027,How do I sign out of all active devices currently logged into my Amazon account?,CUSTOMER: How do I sign out of all active devices currently logged into my Amazon account?,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Device management and remote sign-out settings guidance.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Device management and remote sign-out settings guidance.,SIGNED_OFF,ADJUDICATED
gold_v2_0028,amazon_v2_case_0000028,2400028,My keyboard caps lock was on so I typed the wrong password. Now it says wait 5 minutes to try again. Do I need to reset it?,"CUSTOMER: Entered incorrect password.
BRAND: Temporary pauses protect accounts from repeated rapid sign-in attempts.
CUSTOMER: My keyboard caps lock was on so I typed the wrong password. Now it says wait 5 minutes to try again. Do I need to reset it?",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Temporary rate-limit lockout due to accidental typo; routine reassurance.,,AUTO_ACCEPTED,P3,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Temporary rate-limit lockout due to accidental typo; routine reassurance.,SIGNED_OFF,ADJUDICATED
